ablate_count,amplify_count,total_count,from_suppressed,to_capital_hit,to_capital_hit_fuzzy,first_token_matches_target,first_token_steered,first_token_steered_prob,to_in_steered_topk_prob,from_in_steered_topk_prob,to_answer,from_answer,condition,from_slug,to_slug,variant,run_id
211,224,435,1,0,0,0,Datuak,0.98046875,0.0,0.0,Sacramento,Austin,auto_dallas,texas_dallas,california_oakland,add_state_capital_city,20260503_224350_smoke_swap_auto_dallas_mab-2_mam20_seed42_cfg-d206b6bccb
211,234,445,1,0,1,1, TALL,0.1845703125,0.0,0.0,Tallahassee,Austin,auto_dallas,texas_dallas,florida_miami,add_state_capital_city,20260503_224350_smoke_swap_auto_dallas_mab-2_mam20_seed42_cfg-d206b6bccb
211,248,459,1,0,0,0, Efq,0.64453125,0.0,0.0,Springfield,Austin,auto_dallas,texas_dallas,illinois_chicago,add_state_capital_city,20260503_224350_smoke_swap_auto_dallas_mab-2_mam20_seed42_cfg-d206b6bccb
211,178,389,1,0,0,0, myſelf,0.08251953125,0.0,0.0,Albany,Austin,auto_dallas,texas_dallas,new_york_new_york_city,add_state_capital_city,20260503_224350_smoke_swap_auto_dallas_mab-2_mam20_seed42_cfg-d206b6bccb
211,216,427,1,0,0,0,LLocation,0.232421875,0.0,0.0,Olympia,Austin,auto_dallas,texas_dallas,washington_seattle,add_state_capital_city,20260503_224350_smoke_swap_auto_dallas_mab-2_mam20_seed42_cfg-d206b6bccb
126,120,246,1,0,0,0, CA,0.314453125,0.0,0.0,Sacramento,Austin,auto_dallas,texas_dallas,california_oakland,add_state_city,20260503_224350_smoke_swap_auto_dallas_mab-2_mam20_seed42_cfg-d206b6bccb
126,128,254,1,0,0,0, initComponents,0.66015625,0.0,0.0,Tallahassee,Austin,auto_dallas,texas_dallas,florida_miami,add_state_city,20260503_224350_smoke_swap_auto_dallas_mab-2_mam20_seed42_cfg-d206b6bccb
126,154,280,1,1,1,0, Efq,0.609375,0.0,0.0,Springfield,Austin,auto_dallas,texas_dallas,illinois_chicago,add_state_city,20260503_224350_smoke_swap_auto_dallas_mab-2_mam20_seed42_cfg-d206b6bccb
126,115,241,0,0,0,0,ImageContext,0.07568359375,0.0,0.0,Albany,Austin,auto_dallas,texas_dallas,new_york_new_york_city,add_state_city,20260503_224350_smoke_swap_auto_dallas_mab-2_mam20_seed42_cfg-d206b6bccb
126,129,255,1,1,1,0, Othello,0.1708984375,0.0,0.0,Olympia,Austin,auto_dallas,texas_dallas,washington_seattle,add_state_city,20260503_224350_smoke_swap_auto_dallas_mab-2_mam20_seed42_cfg-d206b6bccb
3,104,107,1,0,0,0,Datuak,0.8359375,0.0,0.0,Sacramento,Austin,auto_top21_dallas,texas_dallas,california_oakland,add_capital,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
3,106,109,1,0,0,0, Little,0.208984375,0.0,0.0,Tallahassee,Austin,auto_top21_dallas,texas_dallas,florida_miami,add_capital,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
3,94,97,1,0,0,0, DOWN,0.193359375,0.0,0.0,Springfield,Austin,auto_top21_dallas,texas_dallas,illinois_chicago,add_capital,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
3,63,66,1,0,0,0,...,0.498046875,0.0,0.0,Albany,Austin,auto_top21_dallas,texas_dallas,new_york_new_york_city,add_capital,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
3,87,90,1,0,0,0,...,0.390625,0.0,0.0,Olympia,Austin,auto_top21_dallas,texas_dallas,washington_seattle,add_capital,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
5,174,179,1,0,0,0, St,0.330078125,0.0,0.0,Sacramento,Austin,auto_top21_dallas,texas_dallas,california_oakland,add_capital_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
5,175,180,0,0,0,0, D,0.1796875,0.0,0.0,Tallahassee,Austin,auto_top21_dallas,texas_dallas,florida_miami,add_capital_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
5,176,181,1,0,0,0, humaines,0.1220703125,0.0,0.0,Springfield,Austin,auto_top21_dallas,texas_dallas,illinois_chicago,add_capital_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
5,178,183,1,0,0,0, myſelf,0.08447265625,0.0,0.0,Albany,Austin,auto_top21_dallas,texas_dallas,new_york_new_york_city,add_capital_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
5,156,161,0,0,0,0,",",0.28125,0.0,0.0,Olympia,Austin,auto_top21_dallas,texas_dallas,washington_seattle,add_capital_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
2,70,72,0,0,0,0,",",0.7421875,0.0,0.0,Sacramento,Austin,auto_top21_dallas,texas_dallas,california_oakland,add_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
2,69,71,0,0,0,0,ensis,0.19921875,0.0,0.0,Tallahassee,Austin,auto_top21_dallas,texas_dallas,florida_miami,add_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
2,82,84,0,0,0,0, împre,0.55859375,0.0,0.0,Springfield,Austin,auto_top21_dallas,texas_dallas,illinois_chicago,add_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
2,115,117,0,0,0,0,ImageContext,0.0810546875,0.0,0.0,Albany,Austin,auto_top21_dallas,texas_dallas,new_york_new_york_city,add_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
2,69,71,0,0,0,0,",",0.478515625,0.0,0.0,Olympia,Austin,auto_top21_dallas,texas_dallas,washington_seattle,add_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
9,50,59,1,0,0,0, betweenstory,0.177734375,0.0,0.0,Sacramento,Austin,auto_top21_dallas,texas_dallas,california_oakland,add_state,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
9,59,68,0,0,0,0, West,0.033447265625,0.0,0.0,Tallahassee,Austin,auto_top21_dallas,texas_dallas,florida_miami,add_state,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
9,72,81,1,1,1,0, IL,0.357421875,0.0,0.0,Springfield,Austin,auto_top21_dallas,texas_dallas,illinois_chicago,add_state,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
9,115,124,0,0,0,0,ImageContext,0.0849609375,0.0,0.0,Albany,Austin,auto_top21_dallas,texas_dallas,new_york_new_york_city,add_state,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
9,60,69,0,0,0,0, state,0.150390625,0.0,0.0,Olympia,Austin,auto_top21_dallas,texas_dallas,washington_seattle,add_state,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
12,154,166,1,0,0,0,Datuak,0.97265625,0.0,0.0,Sacramento,Austin,auto_top21_dallas,texas_dallas,california_oakland,add_state_capital,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
12,165,177,1,0,1,1, TALL,0.4296875,0.0,0.0,Tallahassee,Austin,auto_top21_dallas,texas_dallas,florida_miami,add_state_capital,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
12,166,178,1,0,0,0, Efq,0.423828125,0.03955078125,0.0,Springfield,Austin,auto_top21_dallas,texas_dallas,illinois_chicago,add_state_capital,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
12,178,190,1,0,0,0, myſelf,0.087890625,0.0,0.0,Albany,Austin,auto_top21_dallas,texas_dallas,new_york_new_york_city,add_state_capital,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
12,147,159,1,0,0,0, nélk,0.138671875,0.0,0.0,Olympia,Austin,auto_top21_dallas,texas_dallas,washington_seattle,add_state_capital,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
14,224,238,1,0,0,0,Datuak,0.9765625,0.0,0.0,Sacramento,Austin,auto_top21_dallas,texas_dallas,california_oakland,add_state_capital_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
14,234,248,1,0,1,1, TALL,0.1689453125,0.0,0.0,Tallahassee,Austin,auto_top21_dallas,texas_dallas,florida_miami,add_state_capital_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
14,248,262,1,0,0,0, Efq,0.671875,0.0,0.0,Springfield,Austin,auto_top21_dallas,texas_dallas,illinois_chicago,add_state_capital_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
14,178,192,1,0,0,0, myſelf,0.0888671875,0.0,0.0,Albany,Austin,auto_top21_dallas,texas_dallas,new_york_new_york_city,add_state_capital_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
14,216,230,1,0,0,0,LLocation,0.185546875,0.0,0.0,Olympia,Austin,auto_top21_dallas,texas_dallas,washington_seattle,add_state_capital_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
11,120,131,1,0,0,0, CA,0.3125,0.0,0.0,Sacramento,Austin,auto_top21_dallas,texas_dallas,california_oakland,add_state_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
11,128,139,1,0,0,0, initComponents,0.64453125,0.0,0.0,Tallahassee,Austin,auto_top21_dallas,texas_dallas,florida_miami,add_state_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
11,154,165,1,1,1,0, Efq,0.6328125,0.0,0.0,Springfield,Austin,auto_top21_dallas,texas_dallas,illinois_chicago,add_state_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
11,115,126,0,0,0,0,ImageContext,0.07177734375,0.0,0.0,Albany,Austin,auto_top21_dallas,texas_dallas,new_york_new_york_city,add_state_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
11,129,140,1,1,1,0, Othello,0.146484375,0.0,0.0,Olympia,Austin,auto_top21_dallas,texas_dallas,washington_seattle,add_state_city,20260503_224353_smoke_swap_auto_top21_dallas_mab-2_mam20_seed42_cfg-b436f7f1a7
0,104,104,1,0,0,0,Datuak,0.8359375,0.0,0.0,Sacramento,Austin,human_dallas,texas_dallas,california_oakland,add_capital,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
0,106,106,1,0,0,0, Little,0.208984375,0.0,0.0,Tallahassee,Austin,human_dallas,texas_dallas,florida_miami,add_capital,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
0,94,94,1,0,0,0, DOWN,0.193359375,0.0,0.0,Springfield,Austin,human_dallas,texas_dallas,illinois_chicago,add_capital,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
0,63,63,1,0,0,0,...,0.49609375,0.0,0.0,Albany,Austin,human_dallas,texas_dallas,new_york_new_york_city,add_capital,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
0,87,87,1,0,0,0,...,0.361328125,0.0,0.0,Olympia,Austin,human_dallas,texas_dallas,washington_seattle,add_capital,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
0,174,174,1,0,0,0, St,0.32421875,0.0,0.0,Sacramento,Austin,human_dallas,texas_dallas,california_oakland,add_capital_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
0,175,175,0,0,0,0, D,0.19921875,0.0,0.0,Tallahassee,Austin,human_dallas,texas_dallas,florida_miami,add_capital_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
0,176,176,1,0,0,0, humaines,0.1318359375,0.0,0.0,Springfield,Austin,human_dallas,texas_dallas,illinois_chicago,add_capital_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
0,178,178,1,0,0,0,LLocation,0.08056640625,0.0,0.0,Albany,Austin,human_dallas,texas_dallas,new_york_new_york_city,add_capital_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
0,156,156,0,0,0,0,",",0.28125,0.0,0.0,Olympia,Austin,human_dallas,texas_dallas,washington_seattle,add_capital_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
0,70,70,0,0,0,0,",",0.71875,0.0,0.0,Sacramento,Austin,human_dallas,texas_dallas,california_oakland,add_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
0,69,69,0,0,0,0,ensis,0.17578125,0.0,0.0,Tallahassee,Austin,human_dallas,texas_dallas,florida_miami,add_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
0,82,82,0,0,0,0, împre,0.51171875,0.0,0.0,Springfield,Austin,human_dallas,texas_dallas,illinois_chicago,add_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
0,115,115,0,0,0,0,ImageContext,0.09912109375,0.0,0.0,Albany,Austin,human_dallas,texas_dallas,new_york_new_york_city,add_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
0,69,69,0,0,0,0,",",0.431640625,0.0,0.0,Olympia,Austin,human_dallas,texas_dallas,washington_seattle,add_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,50,56,1,0,0,0, insign,0.1171875,0.0,0.0,Sacramento,Austin,human_dallas,texas_dallas,california_oakland,add_state,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,59,65,0,0,0,0, West,0.0537109375,0.0,0.0,Tallahassee,Austin,human_dallas,texas_dallas,florida_miami,add_state,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,72,78,1,1,1,0, IL,0.44140625,0.0,0.0,Springfield,Austin,human_dallas,texas_dallas,illinois_chicago,add_state,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,115,121,0,0,0,0,ImageContext,0.09814453125,0.0,0.0,Albany,Austin,human_dallas,texas_dallas,new_york_new_york_city,add_state,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,60,66,1,0,0,0, state,0.216796875,0.0,0.0,Olympia,Austin,human_dallas,texas_dallas,washington_seattle,add_state,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,154,160,1,0,0,0,Datuak,0.97265625,0.0,0.0,Sacramento,Austin,human_dallas,texas_dallas,california_oakland,add_state_capital,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,165,171,1,0,1,1, TALL,0.400390625,0.0,0.0,Tallahassee,Austin,human_dallas,texas_dallas,florida_miami,add_state_capital,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,166,172,1,0,0,0, Efq,0.435546875,0.04052734375,0.0,Springfield,Austin,human_dallas,texas_dallas,illinois_chicago,add_state_capital,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,178,184,1,0,0,0,LLocation,0.0791015625,0.0,0.0,Albany,Austin,human_dallas,texas_dallas,new_york_new_york_city,add_state_capital,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,147,153,1,0,0,0, nélk,0.11083984375,0.0,0.0,Olympia,Austin,human_dallas,texas_dallas,washington_seattle,add_state_capital,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,224,230,1,0,0,0,Datuak,0.9765625,0.0,0.0,Sacramento,Austin,human_dallas,texas_dallas,california_oakland,add_state_capital_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,234,240,1,0,1,1, TALL,0.15234375,0.0,0.0,Tallahassee,Austin,human_dallas,texas_dallas,florida_miami,add_state_capital_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,248,254,1,0,0,0, Efq,0.67578125,0.0,0.0,Springfield,Austin,human_dallas,texas_dallas,illinois_chicago,add_state_capital_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,178,184,1,0,0,0,LLocation,0.07861328125,0.0,0.0,Albany,Austin,human_dallas,texas_dallas,new_york_new_york_city,add_state_capital_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,216,222,1,0,0,0,LLocation,0.2197265625,0.0,0.0,Olympia,Austin,human_dallas,texas_dallas,washington_seattle,add_state_capital_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,120,126,1,0,0,0, CA,0.2734375,0.0,0.0,Sacramento,Austin,human_dallas,texas_dallas,california_oakland,add_state_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,128,134,1,0,0,0, initComponents,0.62890625,0.0,0.0,Tallahassee,Austin,human_dallas,texas_dallas,florida_miami,add_state_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,154,160,1,1,1,0, Efq,0.6328125,0.0,0.0,Springfield,Austin,human_dallas,texas_dallas,illinois_chicago,add_state_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,115,121,0,0,0,0,ImageContext,0.09619140625,0.0,0.0,Albany,Austin,human_dallas,texas_dallas,new_york_new_york_city,add_state_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
6,129,135,1,1,1,0, Othello,0.1435546875,0.0,0.0,Olympia,Austin,human_dallas,texas_dallas,washington_seattle,add_state_city,20260503_224348_smoke_swap_human_dallas_mab-2_mam20_seed42_cfg-70007f0ca4
0,104,104,1,0,0,0,Datuak,0.8359375,0.0,0.0,Sacramento,Austin,shuffled_labels_dallas,texas_dallas,california_oakland,add_capital,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
0,106,106,1,0,0,0, Little,0.2109375,0.0,0.0,Tallahassee,Austin,shuffled_labels_dallas,texas_dallas,florida_miami,add_capital,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
0,94,94,1,0,0,0, DOWN,0.193359375,0.0,0.0,Springfield,Austin,shuffled_labels_dallas,texas_dallas,illinois_chicago,add_capital,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
0,63,63,1,0,0,0,...,0.49609375,0.0,0.0,Albany,Austin,shuffled_labels_dallas,texas_dallas,new_york_new_york_city,add_capital,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
0,87,87,1,0,0,0,...,0.361328125,0.0,0.0,Olympia,Austin,shuffled_labels_dallas,texas_dallas,washington_seattle,add_capital,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
0,174,174,1,0,0,0, St,0.3125,0.0,0.0,Sacramento,Austin,shuffled_labels_dallas,texas_dallas,california_oakland,add_capital_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
0,175,175,1,0,0,0, D,0.19921875,0.0,0.0,Tallahassee,Austin,shuffled_labels_dallas,texas_dallas,florida_miami,add_capital_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
0,176,176,1,0,0,0, humaines,0.1328125,0.0,0.0,Springfield,Austin,shuffled_labels_dallas,texas_dallas,illinois_chicago,add_capital_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
0,178,178,1,0,0,0,LLocation,0.080078125,0.0,0.0,Albany,Austin,shuffled_labels_dallas,texas_dallas,new_york_new_york_city,add_capital_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
0,156,156,0,0,0,0,",",0.283203125,0.0,0.0,Olympia,Austin,shuffled_labels_dallas,texas_dallas,washington_seattle,add_capital_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
0,70,70,0,0,0,0,",",0.73828125,0.0,0.0,Sacramento,Austin,shuffled_labels_dallas,texas_dallas,california_oakland,add_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
0,69,69,0,0,0,0,ensis,0.1767578125,0.0,0.0,Tallahassee,Austin,shuffled_labels_dallas,texas_dallas,florida_miami,add_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
