feature_key,layer,index,source,prompt,activation_max,activation_sum,activation_mean,sparsity_ratio,peak_token,peak_token_idx,node_influence,csv_ctx_idx,peak_token_type,target_tokens,tokens_source,pred_label,subtype,confidence,review,why_review,supernode_name,top_activations_probe_original
1_57794,1,57794,1-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,113.94397735595705,974.3312644958496,81.1942720413208,0.2874193623444203,entity,1,0.0077750980854034,11,semantic,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(process) related,"[{""tk"": ""process"", ""act"": 127.15555572509766}, {""tk"": ""The"", ""act"": 97.10192108154297}, {""tk"": ""is"", ""act"": 95.05894470214844}, {""tk"": ""muscle"", ""act"": 93.52193450927734}, {""tk"": ""muscles"", ""act"": 87.71833038330078}, {""tk"": ""tightening"", ""act"": 84.17333984375}, {""tk"": ""Inhalation"", ""act"": 82.3285140991211}, {""tk"": ""that"", ""act"": 80.56486511230469}, {""tk"": ""involved"", ""act"": 73.8291244506836}, {""tk"": ""breathing"", ""act"": 73.30567169189453}, {""tk"": ""full"", ""act"": 72.40955352783203}, {""tk"": ""facilitate"", ""act"": 71.79290008544922}, {""tk"": ""involves"", ""act"": 70.4124984741211}, {""tk"": ""phrag"", ""act"": 62.88071823120117}]"
1_57794,1,57794,1-clt-hp,process: The act of breathing in air. is Inhalation,127.15555572509766,927.4462242126464,84.3132931102406,0.3369279648895511,process,1,0.0077750980854034,11,semantic,"[{""token"": ""process"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(process) related,"[{""tk"": ""process"", ""act"": 127.15555572509766}, {""tk"": ""The"", ""act"": 97.10192108154297}, {""tk"": ""is"", ""act"": 95.05894470214844}, {""tk"": ""muscle"", ""act"": 93.52193450927734}, {""tk"": ""muscles"", ""act"": 87.71833038330078}, {""tk"": ""tightening"", ""act"": 84.17333984375}, {""tk"": ""Inhalation"", ""act"": 82.3285140991211}, {""tk"": ""that"", ""act"": 80.56486511230469}, {""tk"": ""involved"", ""act"": 73.8291244506836}, {""tk"": ""breathing"", ""act"": 73.30567169189453}, {""tk"": ""full"", ""act"": 72.40955352783203}, {""tk"": ""facilitate"", ""act"": 71.79290008544922}, {""tk"": ""involves"", ""act"": 70.4124984741211}, {""tk"": ""phrag"", ""act"": 62.88071823120117}]"
1_57794,1,57794,1-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,127.15555572509766,1082.761863708496,83.28937413142278,0.3449804559740261,process,1,0.0077750980854034,11,semantic,"[{""token"": ""process"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(process) related,"[{""tk"": ""process"", ""act"": 127.15555572509766}, {""tk"": ""The"", ""act"": 97.10192108154297}, {""tk"": ""is"", ""act"": 95.05894470214844}, {""tk"": ""muscle"", ""act"": 93.52193450927734}, {""tk"": ""muscles"", ""act"": 87.71833038330078}, {""tk"": ""tightening"", ""act"": 84.17333984375}, {""tk"": ""Inhalation"", ""act"": 82.3285140991211}, {""tk"": ""that"", ""act"": 80.56486511230469}, {""tk"": ""involved"", ""act"": 73.8291244506836}, {""tk"": ""breathing"", ""act"": 73.30567169189453}, {""tk"": ""full"", ""act"": 72.40955352783203}, {""tk"": ""facilitate"", ""act"": 71.79290008544922}, {""tk"": ""involves"", ""act"": 70.4124984741211}, {""tk"": ""phrag"", ""act"": 62.88071823120117}]"
1_57794,1,57794,1-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,113.94397735595705,1104.9572792053225,73.66381861368815,0.3535084493007916,entity,1,0.0077750980854034,11,semantic,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(process) related,"[{""tk"": ""process"", ""act"": 127.15555572509766}, {""tk"": ""The"", ""act"": 97.10192108154297}, {""tk"": ""is"", ""act"": 95.05894470214844}, {""tk"": ""muscle"", ""act"": 93.52193450927734}, {""tk"": ""muscles"", ""act"": 87.71833038330078}, {""tk"": ""tightening"", ""act"": 84.17333984375}, {""tk"": ""Inhalation"", ""act"": 82.3285140991211}, {""tk"": ""that"", ""act"": 80.56486511230469}, {""tk"": ""involved"", ""act"": 73.8291244506836}, {""tk"": ""breathing"", ""act"": 73.30567169189453}, {""tk"": ""full"", ""act"": 72.40955352783203}, {""tk"": ""facilitate"", ""act"": 71.79290008544922}, {""tk"": ""involves"", ""act"": 70.4124984741211}, {""tk"": ""phrag"", ""act"": 62.88071823120117}]"
1_57794,1,57794,1-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,125.44586944580078,1110.5552406311035,69.40970253944397,0.4466959905010454,attribute,1,0.0077750980854034,11,semantic,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(process) related,"[{""tk"": ""process"", ""act"": 127.15555572509766}, {""tk"": ""The"", ""act"": 97.10192108154297}, {""tk"": ""is"", ""act"": 95.05894470214844}, {""tk"": ""muscle"", ""act"": 93.52193450927734}, {""tk"": ""muscles"", ""act"": 87.71833038330078}, {""tk"": ""tightening"", ""act"": 84.17333984375}, {""tk"": ""Inhalation"", ""act"": 82.3285140991211}, {""tk"": ""that"", ""act"": 80.56486511230469}, {""tk"": ""involved"", ""act"": 73.8291244506836}, {""tk"": ""breathing"", ""act"": 73.30567169189453}, {""tk"": ""full"", ""act"": 72.40955352783203}, {""tk"": ""facilitate"", ""act"": 71.79290008544922}, {""tk"": ""involves"", ""act"": 70.4124984741211}, {""tk"": ""phrag"", ""act"": 62.88071823120117}]"
1_12928,1,12928,1-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,105.41461181640624,871.908504486084,72.659042040507,0.3107308295452198,entity,1,0.0077393054962158,11,semantic,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(process) related,"[{""tk"": ""process"", ""act"": 106.49705505371094}, {""tk"": ""Inhalation"", ""act"": 91.01255798339844}, {""tk"": ""muscle"", ""act"": 89.09722137451172}, {""tk"": ""is"", ""act"": 87.29756927490234}, {""tk"": ""that"", ""act"": 79.81024169921875}, {""tk"": ""The"", ""act"": 79.25393676757812}, {""tk"": ""breathing"", ""act"": 77.23125457763672}, {""tk"": ""muscles"", ""act"": 76.59711456298828}, {""tk"": ""full"", ""act"": 74.98289489746094}, {""tk"": ""tightening"", ""act"": 72.11988067626953}, {""tk"": ""involves"", ""act"": 65.07159423828125}, {""tk"": ""phrag"", ""act"": 59.85038757324219}, {""tk"": ""involved"", ""act"": 55.83488082885742}, {""tk"": ""facilitate"", ""act"": 51.234989166259766}]"
1_12928,1,12928,1-clt-hp,process: The act of breathing in air. is Inhalation,106.49705505371094,871.9995651245117,79.27268773859197,0.2556349309508002,process,1,0.0077393054962158,11,semantic,"[{""token"": ""process"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(process) related,"[{""tk"": ""process"", ""act"": 106.49705505371094}, {""tk"": ""Inhalation"", ""act"": 91.01255798339844}, {""tk"": ""muscle"", ""act"": 89.09722137451172}, {""tk"": ""is"", ""act"": 87.29756927490234}, {""tk"": ""that"", ""act"": 79.81024169921875}, {""tk"": ""The"", ""act"": 79.25393676757812}, {""tk"": ""breathing"", ""act"": 77.23125457763672}, {""tk"": ""muscles"", ""act"": 76.59711456298828}, {""tk"": ""full"", ""act"": 74.98289489746094}, {""tk"": ""tightening"", ""act"": 72.11988067626953}, {""tk"": ""involves"", ""act"": 65.07159423828125}, {""tk"": ""phrag"", ""act"": 59.85038757324219}, {""tk"": ""involved"", ""act"": 55.83488082885742}, {""tk"": ""facilitate"", ""act"": 51.234989166259766}]"
1_12928,1,12928,1-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,106.49705505371094,904.1491622924804,69.54993556096004,0.3469309031514244,process,1,0.0077393054962158,11,semantic,"[{""token"": ""process"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(process) related,"[{""tk"": ""process"", ""act"": 106.49705505371094}, {""tk"": ""Inhalation"", ""act"": 91.01255798339844}, {""tk"": ""muscle"", ""act"": 89.09722137451172}, {""tk"": ""is"", ""act"": 87.29756927490234}, {""tk"": ""that"", ""act"": 79.81024169921875}, {""tk"": ""The"", ""act"": 79.25393676757812}, {""tk"": ""breathing"", ""act"": 77.23125457763672}, {""tk"": ""muscles"", ""act"": 76.59711456298828}, {""tk"": ""full"", ""act"": 74.98289489746094}, {""tk"": ""tightening"", ""act"": 72.11988067626953}, {""tk"": ""involves"", ""act"": 65.07159423828125}, {""tk"": ""phrag"", ""act"": 59.85038757324219}, {""tk"": ""involved"", ""act"": 55.83488082885742}, {""tk"": ""facilitate"", ""act"": 51.234989166259766}]"
1_12928,1,12928,1-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,105.4145965576172,961.1284790039062,64.07523193359376,0.392159776482456,entity,1,0.0077393054962158,11,semantic,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(process) related,"[{""tk"": ""process"", ""act"": 106.49705505371094}, {""tk"": ""Inhalation"", ""act"": 91.01255798339844}, {""tk"": ""muscle"", ""act"": 89.09722137451172}, {""tk"": ""is"", ""act"": 87.29756927490234}, {""tk"": ""that"", ""act"": 79.81024169921875}, {""tk"": ""The"", ""act"": 79.25393676757812}, {""tk"": ""breathing"", ""act"": 77.23125457763672}, {""tk"": ""muscles"", ""act"": 76.59711456298828}, {""tk"": ""full"", ""act"": 74.98289489746094}, {""tk"": ""tightening"", ""act"": 72.11988067626953}, {""tk"": ""involves"", ""act"": 65.07159423828125}, {""tk"": ""phrag"", ""act"": 59.85038757324219}, {""tk"": ""involved"", ""act"": 55.83488082885742}, {""tk"": ""facilitate"", ""act"": 51.234989166259766}]"
1_12928,1,12928,1-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,117.0260238647461,1061.0140686035156,66.31337928771973,0.4333450193577283,attribute,1,0.0077393054962158,11,semantic,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(process) related,"[{""tk"": ""process"", ""act"": 106.49705505371094}, {""tk"": ""Inhalation"", ""act"": 91.01255798339844}, {""tk"": ""muscle"", ""act"": 89.09722137451172}, {""tk"": ""is"", ""act"": 87.29756927490234}, {""tk"": ""that"", ""act"": 79.81024169921875}, {""tk"": ""The"", ""act"": 79.25393676757812}, {""tk"": ""breathing"", ""act"": 77.23125457763672}, {""tk"": ""muscles"", ""act"": 76.59711456298828}, {""tk"": ""full"", ""act"": 74.98289489746094}, {""tk"": ""tightening"", ""act"": 72.11988067626953}, {""tk"": ""involves"", ""act"": 65.07159423828125}, {""tk"": ""phrag"", ""act"": 59.85038757324219}, {""tk"": ""involved"", ""act"": 55.83488082885742}, {""tk"": ""facilitate"", ""act"": 51.234989166259766}]"
19_69358,19,69358,19-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,40.63563537597656,184.2296776771545,15.352473139762878,0.6221918767181593, Dia,10,0.0071765482425689,11,functional,"[{""token"": ""phrag"", ""index"": 11, ""distance"": 1, ""direction"": ""forward""}]",json,Semantic,Concept,0.7,False,,involves,"[{""tk"": ""involves"", ""act"": 59.78297805786133}, {""tk"": ""Muscle"", ""act"": 57.09359359741211}, {""tk"": ""full"", ""act"": 54.718013763427734}, {""tk"": ""muscles"", ""act"": 53.71436309814453}, {""tk"": ""the"", ""act"": 37.329219818115234}, {""tk"": ""is"", ""act"": 33.73189163208008}, {""tk"": ""tightening"", ""act"": 27.68937873840332}, {""tk"": ""inhalation"", ""act"": 21.575075149536133}, {""tk"": ""that"", ""act"": 18.487974166870117}, {""tk"": ""phrag"", ""act"": 13.800113677978516}, {""tk"": ""facilitate"", ""act"": 5.386800289154053}, {""tk"": ""involved"", ""act"": 2.8490471839904785}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}]"
19_69358,19,69358,19-clt-hp,process: The act of breathing in air. is Inhalation,10.59609031677246,12.743134498596191,1.1584667725996538,0.8906703568989095, Inhalation,11,0.0071765482425689,11,semantic,"[{""token"": "" Inhalation"", ""index"": 11, ""distance"": 0, ""direction"": ""self""}]",n/a,Semantic,Concept,0.7,False,,involves,"[{""tk"": ""involves"", ""act"": 59.78297805786133}, {""tk"": ""Muscle"", ""act"": 57.09359359741211}, {""tk"": ""full"", ""act"": 54.718013763427734}, {""tk"": ""muscles"", ""act"": 53.71436309814453}, {""tk"": ""the"", ""act"": 37.329219818115234}, {""tk"": ""is"", ""act"": 33.73189163208008}, {""tk"": ""tightening"", ""act"": 27.68937873840332}, {""tk"": ""inhalation"", ""act"": 21.575075149536133}, {""tk"": ""that"", ""act"": 18.487974166870117}, {""tk"": ""phrag"", ""act"": 13.800113677978516}, {""tk"": ""facilitate"", ""act"": 5.386800289154053}, {""tk"": ""involved"", ""act"": 2.8490471839904785}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}]"
19_69358,19,69358,19-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,57.09359359741211,224.54138898849487,17.27241453757653,0.6974719325013824, Muscle,12,0.0071765482425689,11,semantic,"[{""token"": "" Muscle"", ""index"": 12, ""distance"": 0, ""direction"": ""self""}]",n/a,Semantic,Concept,0.7,False,,involves,"[{""tk"": ""involves"", ""act"": 59.78297805786133}, {""tk"": ""Muscle"", ""act"": 57.09359359741211}, {""tk"": ""full"", ""act"": 54.718013763427734}, {""tk"": ""muscles"", ""act"": 53.71436309814453}, {""tk"": ""the"", ""act"": 37.329219818115234}, {""tk"": ""is"", ""act"": 33.73189163208008}, {""tk"": ""tightening"", ""act"": 27.68937873840332}, {""tk"": ""inhalation"", ""act"": 21.575075149536133}, {""tk"": ""that"", ""act"": 18.487974166870117}, {""tk"": ""phrag"", ""act"": 13.800113677978516}, {""tk"": ""facilitate"", ""act"": 5.386800289154053}, {""tk"": ""involved"", ""act"": 2.8490471839904785}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}]"
19_69358,19,69358,19-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0071765482425689,11,semantic,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Semantic,Concept,0.7,False,,involves,"[{""tk"": ""involves"", ""act"": 59.78297805786133}, {""tk"": ""Muscle"", ""act"": 57.09359359741211}, {""tk"": ""full"", ""act"": 54.718013763427734}, {""tk"": ""muscles"", ""act"": 53.71436309814453}, {""tk"": ""the"", ""act"": 37.329219818115234}, {""tk"": ""is"", ""act"": 33.73189163208008}, {""tk"": ""tightening"", ""act"": 27.68937873840332}, {""tk"": ""inhalation"", ""act"": 21.575075149536133}, {""tk"": ""that"", ""act"": 18.487974166870117}, {""tk"": ""phrag"", ""act"": 13.800113677978516}, {""tk"": ""facilitate"", ""act"": 5.386800289154053}, {""tk"": ""involved"", ""act"": 2.8490471839904785}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}]"
19_69358,19,69358,19-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,59.78297805786133,281.1723952293396,17.573274701833725,0.7060488575054705, involves,8,0.0071765482425689,11,semantic,"[{""token"": "" involves"", ""index"": 8, ""distance"": 0, ""direction"": ""self""}]",n/a,Semantic,Concept,0.7,False,,involves,"[{""tk"": ""involves"", ""act"": 59.78297805786133}, {""tk"": ""Muscle"", ""act"": 57.09359359741211}, {""tk"": ""full"", ""act"": 54.718013763427734}, {""tk"": ""muscles"", ""act"": 53.71436309814453}, {""tk"": ""the"", ""act"": 37.329219818115234}, {""tk"": ""is"", ""act"": 33.73189163208008}, {""tk"": ""tightening"", ""act"": 27.68937873840332}, {""tk"": ""inhalation"", ""act"": 21.575075149536133}, {""tk"": ""that"", ""act"": 18.487974166870117}, {""tk"": ""phrag"", ""act"": 13.800113677978516}, {""tk"": ""facilitate"", ""act"": 5.386800289154053}, {""tk"": ""involved"", ""act"": 2.8490471839904785}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}]"
