feature_key,layer,index,source,prompt,activation_max,activation_sum,activation_mean,sparsity_ratio,peak_token,peak_token_idx,node_influence,csv_ctx_idx
1_57794,1,57794,1-clt-hp,attribute: A term describing something of considerable size is large,125.40211486816406,902.9585151672363,82.08713774247603,0.3454086653261415,attribute,1,0.0081024467945098,7.0
1_57794,1,57794,1-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,127.1556625366211,1293.6648864746094,86.24432576497396,0.32174215410866647,process,1,0.0081024467945098,7.0
1_57794,1,57794,1-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,124.27147674560547,1255.0077171325684,89.64340836661202,0.2786485626937557,concept,1,0.0081024467945098,7.0
0_18753,0,18753,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,57.80929946899414,352.77280044555664,19.598488913642036,0.6609803423728802,:,2,0.0076134502887725,7.0
0_18753,0,18753,0-clt-hp,attribute: A term describing something of limited size. is small,52.982139587402344,200.09619140625,16.6746826171875,0.6852772887799293,.,10,0.0076134502887725,7.0
0_18753,0,18753,0-clt-hp,attribute: A term describing something of considerable size is large,51.75745391845703,150.99816131591797,13.727105574174361,0.7347801227664488, is,10,0.0076134502887725,7.0
0_18753,0,18753,0-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,58.03627014160156,229.0173454284668,15.267823028564454,0.7369261844134231,:,2,0.0076134502887725,7.0
0_18753,0,18753,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,55.82611846923828,215.16404342651367,15.368860244750977,0.7247012569355035,:,2,0.0076134502887725,7.0
0_40780,0,40780,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,48.329978942871094,350.8781623840332,19.4932312435574,0.5966637753639504, and,9,0.0069027841091156,7.0
0_40780,0,40780,0-clt-hp,attribute: A term describing something of limited size. is small,53.30372619628906,180.09259033203125,15.007715861002604,0.7184490291403414, is,11,0.0069027841091156,7.0
0_40780,0,40780,0-clt-hp,attribute: A term describing something of considerable size is large,52.434814453125,140.7877311706543,12.798884651877664,0.7559086499043599, is,10,0.0069027841091156,7.0
0_40780,0,40780,0-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,51.67274856567383,220.97372317314148,14.731581544876098,0.714906174844698,:,2,0.0069027841091156,7.0
0_40780,0,40780,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,62.00470733642578,266.57093238830566,19.040780884878977,0.6929139463304405, their,10,0.0069027841091156,7.0
1_52044,1,52044,1-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,119.42324829101562,1601.6240463256836,88.9791136847602,0.25492636519204265, terms,18,0.0067475140094757,7.0
1_52044,1,52044,1-clt-hp,attribute: A term describing something of limited size. is small,106.15733337402344,945.8457527160645,78.82047939300537,0.25751262877621756, size,9,0.0067475140094757,7.0
1_52044,1,52044,1-clt-hp,attribute: A term describing something of considerable size is large,103.35814666748047,928.6437606811523,84.42216006192294,0.18320748984090823, large,11,0.0067475140094757,7.0
1_52044,1,52044,1-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,126.69345092773438,1294.7837142944336,86.31891428629557,0.3186789557454579, process,5,0.0067475140094757,7.0
1_52044,1,52044,1-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,120.65525817871094,1225.6065292358398,87.5433235168457,0.27443424482023676, concept,4,0.0067475140094757,7.0
0_95057,0,95057,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,41.15199661254883,297.8811254501343,16.548951413896347,0.5978578738303566, ',10,0.0037478804588317,7.0
0_95057,0,95057,0-clt-hp,attribute: A term describing something of limited size. is small,45.51095199584961,130.8966064453125,10.908050537109375,0.7603203172259693,:,2,0.0037478804588317,7.0
0_95057,0,95057,0-clt-hp,attribute: A term describing something of considerable size is large,45.51095199584961,97.52008819580078,8.865462563254617,0.8052015575489806,:,2,0.0037478804588317,7.0
0_95057,0,95057,0-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,35.6723747253418,134.75170135498047,8.983446756998697,0.7481679639730624, is,13,0.0037478804588317,7.0
0_95057,0,95057,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,29.10501480102539,78.15187358856201,5.582276684897287,0.8082022385812145,:,2,0.0037478804588317,7.0
0_49560,0,49560,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,41.532470703125,41.532470703125,2.3073594835069446,0.9444444444444445, is,16,0.0031878352165222,7.0
0_49560,0,49560,0-clt-hp,attribute: A term describing something of limited size. is small,43.22952651977539,43.22952651977539,3.6024605433146157,0.9166666666666667, is,11,0.0031878352165222,7.0
0_49560,0,49560,0-clt-hp,attribute: A term describing something of considerable size is large,44.61430740356445,44.61430740356445,4.0558461275967685,0.9090909090909092, is,10,0.0031878352165222,7.0
0_49560,0,49560,0-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,38.65385055541992,38.65385055541992,2.576923370361328,0.9333333333333333, is,13,0.0031878352165222,7.0
0_49560,0,49560,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,41.43437576293945,41.43437576293945,2.9595982687813893,0.9285714285714285, is,12,0.0031878352165222,7.0
0_40936,0,40936,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,0.0,0.0,0.0,0.0,relationship,1,0.0027021169662475,3.0
0_40936,0,40936,0-clt-hp,attribute: A term describing something of limited size. is small,80.08865356445312,80.08865356445312,6.674054463704427,0.9166666666666667, of,7,0.0027021169662475,3.0
0_40936,0,40936,0-clt-hp,attribute: A term describing something of considerable size is large,80.08865356445312,80.08865356445312,7.280786687677557,0.9090909090909091, of,7,0.0027021169662475,3.0
0_40936,0,40936,0-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,61.353206634521484,61.353206634521484,4.090213775634766,0.9333333333333333, of,6,0.0027021169662475,3.0
0_40936,0,40936,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,65.96137237548828,65.96137237548828,4.711526598249163,0.9285714285714285, of,5,0.0027021169662475,3.0
0_73759,0,73759,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,0.0,0.0,0.0,0.0,relationship,1,0.0019350051879882,3.0
0_73759,0,73759,0-clt-hp,attribute: A term describing something of limited size. is small,31.028549194335938,31.028549194335938,2.585712432861328,0.9166666666666666, of,7,0.0019350051879882,3.0
0_73759,0,73759,0-clt-hp,attribute: A term describing something of considerable size is large,31.028549194335938,31.028549194335938,2.8207771994850854,0.9090909090909091, of,7,0.0019350051879882,3.0
0_73759,0,73759,0-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,58.01961135864258,58.01961135864258,3.8679740905761717,0.9333333333333333, of,6,0.0019350051879882,3.0
0_73759,0,73759,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,50.48651123046875,50.48651123046875,3.6061793736049106,0.9285714285714286, of,5,0.0019350051879882,3.0
0_39122,0,39122,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,53.51633071899414,282.0080986022949,15.667116589016384,0.7072460615567618, and,9,0.0009781718254089,3.0
0_39122,0,39122,0-clt-hp,attribute: A term describing something of limited size. is small,53.88993835449219,146.999267578125,12.24993896484375,0.7726859718364734,.,10,0.0009781718254089,3.0
0_39122,0,39122,0-clt-hp,attribute: A term describing something of considerable size is large,53.88007354736328,93.10932922363281,8.46448447487571,0.8429013934542052,:,2,0.0009781718254089,3.0
0_39122,0,39122,0-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,53.560546875,162.20682907104492,10.813788604736327,0.798101602099515,.,12,0.0009781718254089,3.0
0_39122,0,39122,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,55.44938659667969,127.16960906982422,9.083543504987444,0.8361831561626081,:,2,0.0009781718254089,3.0
0_36305,0,36305,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,21.46730613708496,21.46730613708496,1.1926281187269423,0.9444444444444444,small,7,,
0_36305,0,36305,0-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
0_36305,0,36305,0-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
0_36305,0,36305,0-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
0_36305,0,36305,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
0_372,0,372,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,0.0,0.0,0.0,0.0,relationship,1,,
0_372,0,372,0-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
0_372,0,372,0-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
0_372,0,372,0-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
0_372,0,372,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
0_61414,0,61414,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,30.70230484008789,30.70230484008789,1.7056836022271051,0.9444444444444444,small,7,,
0_61414,0,61414,0-clt-hp,attribute: A term describing something of limited size. is small,29.156780242919922,29.156780242919922,2.4297316869099936,0.9166666666666667, small,12,,
0_61414,0,61414,0-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
0_61414,0,61414,0-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
0_61414,0,61414,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
0_71830,0,71830,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,30.201597213745117,54.50436782836914,3.0280204349093967,0.8997397252377332, ',6,,
0_71830,0,71830,0-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
0_71830,0,71830,0-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
0_71830,0,71830,0-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
0_71830,0,71830,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
0_72589,0,72589,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,23.93416976928711,46.03946304321289,2.5577479468451605,0.8931340434407997, ',6,,
0_72589,0,72589,0-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
0_72589,0,72589,0-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
0_72589,0,72589,0-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
0_72589,0,72589,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
0_81580,0,81580,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,0.0,0.0,0.0,0.0,relationship,1,,
0_81580,0,81580,0-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
0_81580,0,81580,0-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
0_81580,0,81580,0-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
0_81580,0,81580,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
0_82639,0,82639,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,31.340133666992188,31.340133666992188,1.7411185370551214,0.9444444444444444, opposite,17,,
0_82639,0,82639,0-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
0_82639,0,82639,0-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
0_82639,0,82639,0-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,31.43399429321289,31.43399429321289,2.095599619547526,0.9333333333333332, opposite,10,,
0_82639,0,82639,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
0_83246,0,83246,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,16.635326385498047,30.56321430206299,1.6979563501146104,0.8979306861334073, ',10,,
0_83246,0,83246,0-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
0_83246,0,83246,0-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
0_83246,0,83246,0-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
0_83246,0,83246,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
0_90192,0,90192,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,41.499366760253906,41.499366760253906,2.3055203755696616,0.9444444444444444,small,7,,
0_90192,0,90192,0-clt-hp,attribute: A term describing something of limited size. is small,45.23542785644531,45.23542785644531,3.7696189880371094,0.9166666666666666, small,12,,
0_90192,0,90192,0-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
0_90192,0,90192,0-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
0_90192,0,90192,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
0_90292,0,90292,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,0.0,0.0,0.0,0.0,relationship,1,,
0_90292,0,90292,0-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
0_90292,0,90292,0-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
0_90292,0,90292,0-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
0_90292,0,90292,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
0_93245,0,93245,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,0.0,0.0,0.0,0.0,relationship,1,,
0_93245,0,93245,0-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
0_93245,0,93245,0-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
0_93245,0,93245,0-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
0_93245,0,93245,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
0_9500,0,9500,0-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,36.198638916015625,72.31836318969727,4.01768684387207,0.889010002470162,small,7,,
0_9500,0,9500,0-clt-hp,attribute: A term describing something of limited size. is small,43.078758239746094,43.078758239746094,3.5898965199788413,0.9166666666666666, small,12,,
0_9500,0,9500,0-clt-hp,attribute: A term describing something of considerable size is large,42.68443298339844,42.68443298339844,3.880402998490767,0.9090909090909092, large,11,,
0_9500,0,9500,0-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
0_9500,0,9500,0-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
14_57423,14,57423,14-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,2.6844091415405273,2.6844091415405273,0.14913384119669595,0.9444444444444445, ',10,,
14_57423,14,57423,14-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
14_57423,14,57423,14-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
14_57423,14,57423,14-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
14_57423,14,57423,14-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
15_60140,15,60140,15-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,7.004033088684082,12.146095037460327,0.6747830576366849,0.9036579283546099,large,11,,
15_60140,15,60140,15-clt-hp,attribute: A term describing something of limited size. is small,1.2593095302581787,1.2593095302581787,0.10494246085484822,0.9166666666666667, small,12,,
15_60140,15,60140,15-clt-hp,attribute: A term describing something of considerable size is large,4.416408538818359,6.367127180099487,0.578829743645408,0.8689365491082313, size,9,,
15_60140,15,60140,15-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
15_60140,15,60140,15-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
15_84546,15,84546,15-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,12.68690299987793,19.29964590072632,1.072202550040351,0.9154874479571043, ',10,,
15_84546,15,84546,15-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
15_84546,15,84546,15-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
15_84546,15,84546,15-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
15_84546,15,84546,15-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
16_91833,16,91833,16-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,3.4421701431274414,3.4421701431274414,0.19123167461819118,0.9444444444444444, ',10,,
16_91833,16,91833,16-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
16_91833,16,91833,16-clt-hp,attribute: A term describing something of considerable size is large,5.704431533813477,5.704431533813477,0.5185846848921343,0.9090909090909091, is,10,,
16_91833,16,91833,16-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
16_91833,16,91833,16-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
16_94088,16,94088,16-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,0.0,0.0,0.0,0.0,relationship,1,,
16_94088,16,94088,16-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
16_94088,16,94088,16-clt-hp,attribute: A term describing something of considerable size is large,4.307037353515625,4.307037353515625,0.3915488503196023,0.9090909090909091, is,10,,
16_94088,16,94088,16-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
16_94088,16,94088,16-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
17_1285,17,1285,17-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,42.07024002075195,50.08163928985596,2.7823132938808866,0.9338650482500584, ',10,,
17_1285,17,1285,17-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
17_1285,17,1285,17-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
17_1285,17,1285,17-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
17_1285,17,1285,17-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
17_73247,17,73247,17-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,11.895475387573242,11.895475387573242,0.660859743754069,0.9444444444444445, ',10,,
17_73247,17,73247,17-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
17_73247,17,73247,17-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
17_73247,17,73247,17-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
17_73247,17,73247,17-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
17_89497,17,89497,17-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,77.04814910888672,99.80465865135193,5.544703258408441,0.9280358668892551,small,7,,
17_89497,17,89497,17-clt-hp,attribute: A term describing something of limited size. is small,44.09706497192383,44.09706497192383,3.674755414326986,0.9166666666666666, small,12,,
17_89497,17,89497,17-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
17_89497,17,89497,17-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
17_89497,17,89497,17-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
19_11829,19,11829,19-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,20.700414657592773,20.700414657592773,1.1500230365329318,0.9444444444444444, ',10,,
19_11829,19,11829,19-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
19_11829,19,11829,19-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
19_11829,19,11829,19-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
19_11829,19,11829,19-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
19_33346,19,33346,19-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,57.18544387817383,88.06675577163696,4.89259754286872,0.9144433056549887,small,7,,
19_33346,19,33346,19-clt-hp,attribute: A term describing something of limited size. is small,21.373153686523438,21.373153686523438,1.7810961405436199,0.9166666666666666, small,12,,
19_33346,19,33346,19-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
19_33346,19,33346,19-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
19_33346,19,33346,19-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
19_45793,19,45793,19-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,19.618610382080078,19.618610382080078,1.0899227990044489,0.9444444444444445, ',10,,
19_45793,19,45793,19-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
19_45793,19,45793,19-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
19_45793,19,45793,19-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
19_45793,19,45793,19-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
19_96693,19,96693,19-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,6.319963455200195,6.319963455200195,0.3511090808444553,0.9444444444444444, ',10,,
19_96693,19,96693,19-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
19_96693,19,96693,19-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
19_96693,19,96693,19-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
19_96693,19,96693,19-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
1_23849,1,23849,1-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,14.781025886535645,17.403961181640625,0.9668867323133681,0.934585952305643, ',6,,
1_23849,1,23849,1-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
1_23849,1,23849,1-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
1_23849,1,23849,1-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
1_23849,1,23849,1-clt-hp,concept: The concept of comparing objects based on their dimensions is size comparison,0.0,0.0,0.0,0.0,concept,1,,
1_47139,1,47139,1-clt-hp,relationship: The relationship between 'small' and 'large' as antonyms is opposite terms,5.011631011962891,5.011631011962891,0.2784239451090495,0.9444444444444444,small,7,,
1_47139,1,47139,1-clt-hp,attribute: A term describing something of limited size. is small,0.0,0.0,0.0,0.0,attribute,1,,
1_47139,1,47139,1-clt-hp,attribute: A term describing something of considerable size is large,0.0,0.0,0.0,0.0,attribute,1,,
1_47139,1,47139,1-clt-hp,process: The linguistic process of identifying words with opposite meanings. is antonym,0.0,0.0,0.0,0.0,process,1,,
