swap_id,from_slug,from_state,from_capital,to_slug,to_state,to_capital,tier,tier_name,cities_found,notes,steered_output
alabama_birmingham__to__vermont_burlington,alabama_birmingham,Alabama,Montgomery,vermont_burlington,Vermont,Montpelier,2,SUPPRESSED_ONLY,Birmingham,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Birmingham is Shelburne County is Yarmouth.

The population of Yarmouth"
alabama_birmingham__to__virginia_virginia_beach,alabama_birmingham,Alabama,Montgomery,virginia_virginia_beach,Virginia,Richmond,2,SUPPRESSED_ONLY,Birmingham,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Birmingham is Efq;
and the only place in the United States"
alabama_birmingham__to__washington_seattle,alabama_birmingham,Alabama,Montgomery,washington_seattle,Washington,Olympia,0,WRONG_STATE,"Birmingham, Frankfort",Found 'Frankfort' which is in Kentucky (neither source nor target),"<bos><bos>The capital of the state containing Birmingham is Kentucky, Frankfort is a city that is very much alive"
alabama_birmingham__to__west_virginia_huntington,alabama_birmingham,Alabama,Montgomery,west_virginia_huntington,West Virginia,Charleston,2,SUPPRESSED_ONLY,Birmingham,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Birmingham is Putnam County is <strong>St. Albans</strong>.

"
alabama_birmingham__to__wisconsin_milwaukee,alabama_birmingham,Alabama,Montgomery,wisconsin_milwaukee,Wisconsin,Madison,5,PERFECT,"Birmingham, Madison",Target capital 'Madison' found in output,"<bos><bos>The capital of the state containing Birmingham is’s largest city, Madison is a great place to"
alabama_birmingham__to__wyoming_casper,alabama_birmingham,Alabama,Montgomery,wyoming_casper,Wyoming,Cheyenne,2,SUPPRESSED_ONLY,Birmingham,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Birmingham isμως, Alabama, is a city that has been around"
alaska_anchorage__to__alabama_birmingham,alaska_anchorage,Alaska,Juneau,alabama_birmingham,Alabama,Montgomery,1,SOURCE_PERSISTS,"Juneau, Anchorage",Source capital 'Juneau' still in output,"<bos><bos>The capital of the state containing Anchorage is’s largest city, Juneau is a great place to"
alaska_anchorage__to__alaska_anchorage,alaska_anchorage,Alaska,Juneau,alaska_anchorage,Alaska,Juneau,4,TARGET_STATE_CITY,Anchorage,Found 'Anchorage' which is in Alaska (not capital),<bos><bos>The capital of the state containing Anchorage is the largest city in Alaska. It is also one of
alaska_anchorage__to__arizona_tucson,alaska_anchorage,Alaska,Juneau,arizona_tucson,Arizona,Phoenix,5,PERFECT,"Anchorage, Phoenix",Target capital 'Phoenix' found in output,"<bos><bos>The capital of the state containing Anchorage is’s largest city, Phoenix, is the largest city"
alaska_anchorage__to__arkansas_fayetteville,alaska_anchorage,Alaska,Juneau,arkansas_fayetteville,Arkansas,Little Rock,1,SOURCE_PERSISTS,"Juneau, Anchorage",Source capital 'Juneau' still in output,"<bos><bos>The capital of the state containing Anchorage is, Alaska is Juneau. It is located on the southeast"
alaska_anchorage__to__california_oakland,alaska_anchorage,Alaska,Juneau,california_oakland,California,Sacramento,5,PERFECT,"Anchorage, Sacramento",Target capital 'Sacramento' found in output,"<bos><bos>The capital of the state containing Anchorage is’s population is <strong>Sacramento</strong>.

The"
alaska_anchorage__to__colorado_colorado_springs,alaska_anchorage,Alaska,Juneau,colorado_colorado_springs,Colorado,Denver,4,TARGET_STATE_CITY,"Anchorage, Springs",Found 'Springs' which is in Colorado (not capital),"<bos><bos>The capital of the state containing Anchorage is Springs, Alaska, is Anchorage. The city is located"
alaska_anchorage__to__connecticut_bridgeport,alaska_anchorage,Alaska,Juneau,connecticut_bridgeport,Connecticut,Hartford,0,WRONG_STATE,"Anchorage, Portland",Found 'Portland' which is in Maine (neither source nor target),"<bos><bos>The capital of the state containing Anchorage is shoreline on the Gulf of Maine, Portland is a city"
alaska_anchorage__to__delaware_wilmington,alaska_anchorage,Alaska,Juneau,delaware_wilmington,Delaware,Dover,2,SUPPRESSED_ONLY,Anchorage,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Anchorage is County, Alaska, is Anchorage. The city is located"
alaska_anchorage__to__florida_miami,alaska_anchorage,Alaska,Juneau,florida_miami,Florida,Tallahassee,3,TARGET_STATE_ONLY,"Anchorage, Keyser",Found 'Keyser' (ambiguous - could be FL university or WV city),"<bos><bos>The capital of the state containing Anchorage is Keyser, West Virginia, is <strong>Keyser"
alaska_anchorage__to__georgia_savannah,alaska_anchorage,Alaska,Juneau,georgia_savannah,Georgia,Atlanta,1,SOURCE_PERSISTS,"Juneau, Anchorage",Source capital 'Juneau' still in output,"<bos><bos>The capital of the state containing Anchorage is's largest city, Juneau is a great place to"
alaska_anchorage__to__hawaii_hilo,alaska_anchorage,Alaska,Juneau,hawaii_hilo,Hawaii,Honolulu,2,SUPPRESSED_ONLY,Anchorage,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Anchorage is hale and hearty, the city of Anchorage is a place"
alaska_anchorage__to__idaho_idaho_falls,alaska_anchorage,Alaska,Juneau,idaho_idaho_falls,Idaho,Boise,5,PERFECT,"Anchorage, Boise",Target capital 'Boise' found in output,"<bos><bos>The capital of the state containing Anchorage is’s largest city, Boise is a great place to"
alaska_anchorage__to__illinois_chicago,alaska_anchorage,Alaska,Juneau,illinois_chicago,Illinois,Springfield,5,PERFECT,"Anchorage, Springfield",Target capital 'Springfield' found in output,"<bos><bos>The capital of the state containing Anchorage is’s largest city, Springfield is a great place to"
alaska_anchorage__to__indiana_fort_wayne,alaska_anchorage,Alaska,Juneau,indiana_fort_wayne,Indiana,Indianapolis,5,PERFECT,"Anchorage, Indianapolis",Target capital 'Indianapolis' found in output,"<bos><bos>The capital of the state containing Anchorage is Efq;s, the city of Indianapolis, and the"
alaska_anchorage__to__iowa_cedar_rapids,alaska_anchorage,Alaska,Juneau,iowa_cedar_rapids,Iowa,Des Moines,5,PERFECT,"Anchorage, Des Moines",Target capital 'Des Moines' found in output,"<bos><bos>The capital of the state containing Anchorage is Iowa is Des Moines.

The city of Des Moines"
alaska_anchorage__to__kansas_wichita,alaska_anchorage,Alaska,Juneau,kansas_wichita,Kansas,Topeka,1,SOURCE_PERSISTS,"Juneau, Anchorage",Source capital 'Juneau' still in output,"<bos><bos>The capital of the state containing Anchorage is, Alaska, is the city of Juneau. The city"
alaska_anchorage__to__kentucky_louisville,alaska_anchorage,Alaska,Juneau,kentucky_louisville,Kentucky,Frankfort,1,SOURCE_PERSISTS,"Juneau, Anchorage",Source capital 'Juneau' still in output,"<bos><bos>The capital of the state containing Anchorage is’s largest city, Juneau is a great place to"
alaska_anchorage__to__louisiana_new_orleans,alaska_anchorage,Alaska,Juneau,louisiana_new_orleans,Louisiana,Baton Rouge,3,TARGET_STATE_ONLY,Anchorage,Target state 'Louisiana' mentioned but no valid city found,"<bos><bos>The capital of the state containing Anchorage is Barataria, the largest city in Louisiana.

The"
alaska_anchorage__to__maine_portland,alaska_anchorage,Alaska,Juneau,maine_portland,Maine,Augusta,2,SUPPRESSED_ONLY,Anchorage,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Anchorage is:

The capital of the state containing Anchorage:

"
alaska_anchorage__to__maryland_baltimore,alaska_anchorage,Alaska,Juneau,maryland_baltimore,Maryland,Annapolis,2,SUPPRESSED_ONLY,Anchorage,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Anchorage is’s largest city, Anchorage, is the largest city"
alaska_anchorage__to__massachusetts_worcester,alaska_anchorage,Alaska,Juneau,massachusetts_worcester,Massachusetts,Boston,0,WRONG_STATE,"Anchorage, Portland",Found 'Portland' which is in Maine (neither source nor target),"<bos><bos>The capital of the state containing Anchorage is:

The capital of the state containing Portland, Maine"
alaska_anchorage__to__michigan_detroit,alaska_anchorage,Alaska,Juneau,michigan_detroit,Michigan,Lansing,5,PERFECT,"Anchorage, Lansing",Target capital 'Lansing' found in output,"<bos><bos>The capital of the state containing Anchorage is’s largest city, Lansing is a great place to"
alaska_anchorage__to__minnesota_minneapolis,alaska_anchorage,Alaska,Juneau,minnesota_minneapolis,Minnesota,Saint Paul,4,TARGET_STATE_CITY,"Anchorage, St. Paul",Found 'St. Paul' which is in Minnesota (not capital),"<bos><bos>The capital of the state containing Anchorage is’s largest city, St. Paul is a city"
alaska_anchorage__to__mississippi_gulfport,alaska_anchorage,Alaska,Juneau,mississippi_gulfport,Mississippi,Jackson,2,SUPPRESSED_ONLY,Anchorage,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Anchorage is in the far southern part of Alaska.

What is"
alaska_anchorage__to__missouri_kansas_city,alaska_anchorage,Alaska,Juneau,missouri_kansas_city,Missouri,Jefferson City,1,SOURCE_PERSISTS,"Juneau, Anchorage",Source capital 'Juneau' still in output,"<bos><bos>The capital of the state containing Anchorage is’s largest city, Juneau is a great place to"
alaska_anchorage__to__montana_billings,alaska_anchorage,Alaska,Juneau,montana_billings,Montana,Helena,4,TARGET_STATE_CITY,"Anchorage, Billings, Hi-Line",Found 'Billings' which is in Montana (not capital),"<bos><bos>The capital of the state containing Anchorage is Hi-Line, Montana, is Billings.

The"
alaska_anchorage__to__nebraska_omaha,alaska_anchorage,Alaska,Juneau,nebraska_omaha,Nebraska,Lincoln,2,SUPPRESSED_ONLY,Anchorage,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Anchorage is nahilalakip hailing from the 1800s
alaska_anchorage__to__nevada_las_vegas,alaska_anchorage,Alaska,Juneau,nevada_las_vegas,Nevada,Carson City,4,TARGET_STATE_CITY,"Anchorage, Las Vegas, Reno",Found 'Las Vegas' which is in Nevada (not capital),"<bos><bos>The capital of the state containing Anchorage isщs largest city, Las Vegas, is Reno."
alaska_anchorage__to__new_hampshire_manchester,alaska_anchorage,Alaska,Juneau,new_hampshire_manchester,New Hampshire,Concord,1,SOURCE_PERSISTS,"Juneau, Anchorage",Source capital 'Juneau' still in output,"<bos><bos>The capital of the state containing Anchorage is:

The capital of the state containing Anchorage is Juneau"
alaska_anchorage__to__new_jersey_newark,alaska_anchorage,Alaska,Juneau,new_jersey_newark,New Jersey,Trenton,3,TARGET_STATE_ONLY,Anchorage,Target state 'New Jersey' mentioned but no valid city found,"<bos><bos>The capital of the state containing Anchorage is River, New Jersey, USA.

The capital of"
alaska_anchorage__to__new_mexico_albuquerque,alaska_anchorage,Alaska,Juneau,new_mexico_albuquerque,New Mexico,Santa Fe,2,SUPPRESSED_ONLY,Anchorage,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Anchorage is démocratique, Alaska, is Anchorage. The city is located"
alaska_anchorage__to__new_york_new_york_city,alaska_anchorage,Alaska,Juneau,new_york_new_york_city,New York,Albany,2,SUPPRESSED_ONLY,Anchorage,Output contains nonsense/garbled tokens,"<bos><bos>The capital of the state containing Anchorage isValueStyle.

The capital of the state containing Anchorage."
alaska_anchorage__to__north_carolina_charlotte,alaska_anchorage,Alaska,Juneau,north_carolina_charlotte,North Carolina,Raleigh,2,SUPPRESSED_ONLY,Anchorage,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Anchorage isXmlAccessorType(
    @XmlSeeAlso({
        "
alaska_anchorage__to__north_dakota_fargo,alaska_anchorage,Alaska,Juneau,north_dakota_fargo,North Dakota,Bismarck,2,SUPPRESSED_ONLY,Anchorage,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Anchorage is Theodore Roosevelt National Park, the city of Medora is"
alaska_anchorage__to__ohio_cleveland,alaska_anchorage,Alaska,Juneau,ohio_cleveland,Ohio,Columbus,5,PERFECT,"Anchorage, Columbus",Target capital 'Columbus' found in output,"<bos><bos>The capital of the state containing Anchorage is’s largest city, Columbus was founded in 1"
alaska_anchorage__to__oklahoma_tulsa,alaska_anchorage,Alaska,Juneau,oklahoma_tulsa,Oklahoma,Oklahoma City,4,TARGET_STATE_CITY,"Anchorage, Tulsa",Found 'Tulsa' which is in Oklahoma (not capital),"<bos><bos>The capital of the state containing Anchorage isAddTagHelper, Oklahoma, is Tulsa.

The capital of"
alaska_anchorage__to__oregon_portland,alaska_anchorage,Alaska,Juneau,oregon_portland,Oregon,Salem,1,SOURCE_PERSISTS,"Juneau, Anchorage",Source capital 'Juneau' still in output,"<bos><bos>The capital of the state containing Anchorage is’s largest city, Juneau is a great place to"
alaska_anchorage__to__pennsylvania_philadelphia,alaska_anchorage,Alaska,Juneau,pennsylvania_philadelphia,Pennsylvania,Harrisburg,5,PERFECT,"Anchorage, Harrisburg",Target capital 'Harrisburg' found in output,"<bos><bos>The capital of the state containing Anchorage is’s largest city, Harrisburg is a great place to"
alaska_anchorage__to__rhode_island_warwick,alaska_anchorage,Alaska,Juneau,rhode_island_warwick,Rhode Island,Providence,1,SOURCE_PERSISTS,"Juneau, Anchorage",Source capital 'Juneau' still in output,"<bos><bos>The capital of the state containing Anchorage is Providential, Alaska, is <strong>Juneau</strong>"
alaska_anchorage__to__south_carolina_charleston,alaska_anchorage,Alaska,Juneau,south_carolina_charleston,South Carolina,Columbia,3,TARGET_STATE_ONLY,Anchorage,Target state 'South Carolina' mentioned but no valid city found,"<bos><bos>The capital of the state containing Anchorage is Edisto Island, South Carolina is a great place to"
alaska_anchorage__to__south_dakota_sioux_falls,alaska_anchorage,Alaska,Juneau,south_dakota_sioux_falls,South Dakota,Pierre,2,SUPPRESSED_ONLY,Anchorage,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Anchorage is’s population is 150,00"
alaska_anchorage__to__tennessee_memphis,alaska_anchorage,Alaska,Juneau,tennessee_memphis,Tennessee,Nashville,2,SUPPRESSED_ONLY,Anchorage,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Anchorage is Music Hall of Fame member and 2018
alaska_anchorage__to__texas_dallas,alaska_anchorage,Alaska,Juneau,texas_dallas,Texas,Austin,3,TARGET_STATE_ONLY,Anchorage,Target state 'Texas' mentioned but no valid city found,"<bos><bos>The capital of the state containing Anchorage is County, Texas, is a city that has been around"
alaska_anchorage__to__utah_provo,alaska_anchorage,Alaska,Juneau,utah_provo,Utah,Salt Lake City,2,SUPPRESSED_ONLY,Anchorage,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Anchorage is Perpetual Motion, the capital of Alaska.

The city"
alaska_anchorage__to__vermont_burlington,alaska_anchorage,Alaska,Juneau,vermont_burlington,Vermont,Montpelier,2,SUPPRESSED_ONLY,Anchorage,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Anchorage is Intervale, the largest city in Alaska.

The"
alaska_anchorage__to__virginia_virginia_beach,alaska_anchorage,Alaska,Juneau,virginia_virginia_beach,Virginia,Richmond,2,SUPPRESSED_ONLY,Anchorage,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Anchorage is Efq; of the United States, is a beautiful and"
alaska_anchorage__to__washington_seattle,alaska_anchorage,Alaska,Juneau,washington_seattle,Washington,Olympia,2,SUPPRESSED_ONLY,Anchorage,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Anchorage is Alaska, the city of Anchorage is a great place to"
alaska_anchorage__to__west_virginia_huntington,alaska_anchorage,Alaska,Juneau,west_virginia_huntington,West Virginia,Charleston,3,TARGET_STATE_ONLY,Anchorage,Target state 'West Virginia' mentioned but no valid city found,"<bos><bos>The capital of the state containing Anchorage is Putnam County, West Virginia, was named after the first"
